,datasetKey,decimalLatitude,decimalLongitude,scientificName,taxonKey,TEMP,ZONE
Unnamed 2381,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.787412,-118.294573,Columba livia domestica,10887517,35,10b
Unnamed 2382,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.784672,-118.29541,"Oxyura jamaicensis (Gmelin, 1789)",2498305,35,10b
Unnamed 2383,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.782536,-118.292452,"Agelaius phoeniceus (Linnaeus, 1766)",9409198,35,10b
Unnamed 2384,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.782457,-118.29267,"Egretta thula (Molina, 1782)",2480873,35,10b
Unnamed 2385,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.78613,-118.295894,"Anser caerulescens (Linnaeus, 1758)",2498167,35,10b
Unnamed 2386,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.788866,-118.293007,"Melospiza melodia (A.Wilson, 1810)",2492196,35,10b
Unnamed 2387,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.783605,-118.291007,"Zonotrichia leucophrys (J.R.Forster, 1772)",5231132,35,10b
Unnamed 2388,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.828927,-68.931256,"Spizelloides arborea (A.Wilson, 1810)",7357320,-20,5a
Unnamed 2389,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.782889,-118.290857,"Aix sponsa (Linnaeus, 1758)",2498387,35,10b
Unnamed 2390,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.784476,-118.296674,"Setophaga coronata (Linnaeus, 1766)",7341805,35,10b
Unnamed 2391,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.040367,-70.63778,"Bucephala albeola (Linnaeus, 1758)",2498329,-5,6b
Unnamed 2392,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.213478,-118.254792,Marasmius plicatulus Peck,3322440,30,10a
Unnamed 2393,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.041037,-70.639067,"Clangula hyemalis (Linnaeus, 1758)",2498273,-5,6b
Unnamed 2394,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.676327,-82.370911,Callicarpa americana L.,5341129,20,9a
Unnamed 2395,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.092381,-77.500898,"Regulus satrapa Lichtenstein, 1823",2484591,-5,6b
Unnamed 2396,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.214905,-118.174303,"Liometopum occidentale Emery, 1895",1319372,30,10a
Unnamed 2397,50c9509d-22c7-4a22-a47d-8c48425ef4a7,45.253947,-117.954253,"Pseudacris sierra (Jameson, Mackey & Richmond, 1966)",2428151,-5,6b
Unnamed 2398,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.81007,-68.913372,"Sitta canadensis Linnaeus, 1766",2484879,-20,5a
Unnamed 2399,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.59889,-81.030698,"Pseudacris feriarum (Baird, 1854)",2428152,5,7b
Unnamed 2400,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.274188,-72.573064,Pinus strobus L.,5284982,-25,4b
Unnamed 2401,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.591439,-79.484684,"Haliaeetus leucocephalus (Linnaeus, 1766)",2480446,-15,5b
Unnamed 2402,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.040877,-70.638552,"Melanitta perspicillata (Linnaeus, 1758)",2498246,-5,6b
Unnamed 2403,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.365577,-86.165403,Teloschistes chrysophthalmus (L.) Th.Fr.,3429410,10,8a
Unnamed 2404,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.708117,-82.452661,Viola floridana Brainerd,5331251,15,8b
Unnamed 2405,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.930489,-93.232133,"Passer domesticus (Linnaeus, 1758)",5231190,-20,5a
Unnamed 2406,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.930489,-93.232133,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",8323485,-20,5a
Unnamed 2407,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.930489,-93.232133,"Junco hyemalis (Linnaeus, 1758)",9362842,-20,5a
Unnamed 2408,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.930489,-93.232133,"Cyanocitta cristata (Linnaeus, 1758)",2482593,-20,5a
Unnamed 2409,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.930489,-93.232133,"Falco columbarius Linnaeus, 1758",9813242,-20,5a
Unnamed 2410,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.384521,-86.213455,Gleditsia triacanthos L.,2959443,0,7a
Unnamed 2411,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.09505,-77.473289,"Oxyura jamaicensis (Gmelin, 1789)",2498305,-5,6b
Unnamed 2412,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,-10,6a
Unnamed 2413,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Mergus serrator Linnaeus, 1758",2498375,-10,6a
Unnamed 2414,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Bucephala clangula (Linnaeus, 1758)",2498326,-10,6a
Unnamed 2415,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Sciurus carolinensis Gmelin, 1788",5219681,-10,6a
Unnamed 2416,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Spizelloides arborea (A.Wilson, 1810)",7357320,-10,6a
Unnamed 2417,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Spizelloides arborea (A.Wilson, 1810)",7357320,-10,6a
Unnamed 2418,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Passer domesticus (Linnaeus, 1758)",5231190,-10,6a
Unnamed 2419,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Spizelloides arborea (A.Wilson, 1810)",7357320,-10,6a
Unnamed 2420,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Passer domesticus (Linnaeus, 1758)",5231190,-10,6a
Unnamed 2421,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Spinus tristis (Linnaeus, 1758)",5231640,-10,6a
Unnamed 2422,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.965306,-87.633222,"Spinus tristis (Linnaeus, 1758)",5231640,-10,6a
Unnamed 2423,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598923,-81.030682,"Acris crepitans Baird, 1854",2427616,5,7b
Unnamed 2424,50c9509d-22c7-4a22-a47d-8c48425ef4a7,45.245914,-117.981186,"Buteo jamaicensis (Gmelin, 1788)",2480542,-5,6b
Unnamed 2425,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.543065,-105.064824,"Canis latrans Say, 1823",5219153,-15,5b
Unnamed 2426,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.543065,-105.064824,"Buteo jamaicensis calurus Cassin, 1855",6178050,-15,5b
Unnamed 2427,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.575821,-105.112209,"Odocoileus hemionus (Rafinesque, 1817)",2440974,-15,5b
Unnamed 2428,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.543065,-105.064824,"Haliaeetus leucocephalus (Linnaeus, 1766)",2480446,-15,5b
Unnamed 2429,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.803077,-122.176651,Chroogomphus vinicolor (Peck) O.K.Mill.,2525020,30,10a
Unnamed 2430,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.408203,-94.910324,"Buteo lineatus (Gmelin, 1788)",2480529,25,9b
Unnamed 2431,50c9509d-22c7-4a22-a47d-8c48425ef4a7,45.702168,-123.145602,"Sciurus griseus Ord, 1818",5219672,10,8a
Unnamed 2432,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.9011,-68.675032,"Bucephala islandica (Gmelin, 1789)",2498325,-20,5a
Unnamed 2433,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.927387,-79.175509,"Sphyrapicus varius (Linnaeus, 1766)",2478605,5,7b
Unnamed 2434,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.619197,-82.32723,"Trachemys scripta (Thunberg In Schoepff, 1792)",2443002,20,9a
Unnamed 2435,50c9509d-22c7-4a22-a47d-8c48425ef4a7,45.245722,-118.011544,Columba livia domestica,10887517,-5,6b
Unnamed 2436,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.619338,-82.327287,"Ardea alba Linnaeus, 1758",9752617,20,9a
Unnamed 2437,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.619508,-82.327355,"Gallinula galeata (Lichtenstein & Mhc, 1818)",7340222,20,9a
Unnamed 2438,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.619695,-82.327422,"Fulica americana Gmelin, 1789",2474393,20,9a
Unnamed 2439,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.656117,-82.418297,"Larus delawarensis Ord, 1815",2481134,20,9a
Unnamed 2440,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.747689,-98.357936,Cylindropuntia leptocaulis (DC.) F.M.Knuth,7282605,15,8b
Unnamed 2441,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.65612,-82.418572,"Larus delawarensis Ord, 1815",2481134,20,9a
Unnamed 2442,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.771961,-79.144678,"Ardea herodias Linnaeus, 1758",9630752,5,7b
Unnamed 2443,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.079737,-77.479403,"Trachemys scripta elegans (Wied, 1838)",6157026,-5,6b
Unnamed 2444,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.976165,-82.090645,Richardia grandiflora (Cham. & Schltdl.) Steud.,5337460,30,10a
Unnamed 2445,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598911,-81.030693,Punctelia rudecta (Ach.) Krog,2605231,5,7b
Unnamed 2446,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.901198,-68.675079,"Bucephala islandica (Gmelin, 1789)",2498325,-20,5a
Unnamed 2447,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.384521,-86.215797,"Odocoileus virginianus (Zimmermann, 1780)",2440965,0,7a
Unnamed 2448,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.127715,-82.236883,Bidens alba (L.) DC.,5391861,25,9b
Unnamed 2449,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.59891,-81.030694,"Megapallifera mutabilis (Hubricht, 1951)",2297133,5,7b
Unnamed 2450,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.194714,-75.233017,Apiosporina morbosa (Schwein.) Arx,5262861,0,7a
Unnamed 2451,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.262092,-76.455003,Stereum complicatum (Fr.) Fr.,2553087,-5,6b
Unnamed 2452,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.012493,-81.959723,"Buteo jamaicensis (Gmelin, 1788)",2480542,-10,6a
Unnamed 2453,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.902865,-68.66064,"Turdus migratorius Linnaeus, 1766",9510564,-20,5a
Unnamed 2454,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.677001,-97.31062,"Circus hudsonius (Linnaeus, 1766)",6101217,15,8b
Unnamed 2455,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.891273,-82.820053,Coccoloba uvifera (L.) L.,2888831,30,10a
Unnamed 2456,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.480956,-82.987917,"Bombycilla cedrorum Vieillot, 1808",2484609,-5,6b
Unnamed 2457,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.882897,-82.843313,"Anolis sagrei Duméril & Bibron, 1837",4287413,30,10a
Unnamed 2458,50c9509d-22c7-4a22-a47d-8c48425ef4a7,47.720866,-122.305972,Cardamine hirsuta L.,3046258,15,8b
Unnamed 2459,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.041745,-82.365056,Eclipta prostrata (L.) L.,5384950,25,9b
Unnamed 2460,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.099811,-77.475185,"Larus delawarensis Ord, 1815",2481134,-5,6b
Unnamed 2461,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.364904,-80.645963,"Pipilo erythrophthalmus (Linnaeus, 1758)",2491205,5,7b
Unnamed 2462,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598771,-81.030669,"Viridothelium virens (Tuck. ex Michener) Lücking, M.P.Nelsen & Aptroot",10725015,5,7b
Unnamed 2463,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.193612,-75.236785,Asclepias syriaca L.,3170247,0,7a
Unnamed 2464,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.177745,-118.473682,"Selasphorus sasin (R.Lesson, 1829)",2476852,30,10a
Unnamed 2465,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.00351,-82.018806,"Falco sparverius Linnaeus, 1758",9685907,-10,6a
Unnamed 2466,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.141222,-82.309379,Eclipta prostrata (L.) L.,5384950,25,9b
Unnamed 2467,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598905,-81.030702,Stereum complicatum (Fr.) Fr.,2553087,5,7b
Unnamed 2468,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.174457,-118.471356,"Pelecanus erythrorhynchos Gmelin, 1789",5229155,30,10a
Unnamed 2469,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.25365,-76.434837,Panellus stipticus (Bull.) P.Karst.,9118025,-5,6b
Unnamed 2470,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598918,-81.030716,Usnea strigosa (Ach.) A.Eaton,2606137,5,7b
Unnamed 2471,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.920891,-97.688537,"Circus hudsonius (Linnaeus, 1766)",6101217,20,9a
Unnamed 2472,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.871495,-97.64449,Tillandsia usneoides (L.) L.,2695149,25,9b
Unnamed 2473,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.868129,-97.643994,"Anas acuta Linnaeus, 1758",2498112,25,9b
Unnamed 2474,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.867676,-97.644499,"Anas fulvigula Ridgway, 1874",2498080,25,9b
Unnamed 2475,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.867541,-97.644226,"Spatula discors (Linnaeus, 1766)",9422220,25,9b
Unnamed 2476,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.867054,-97.643665,"Vireo solitarius (A.Wilson, 1810)",2487456,25,9b
Unnamed 2477,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.867042,-97.643601,"Polioptila caerulea (Linnaeus, 1766)",2487596,25,9b
Unnamed 2478,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.867066,-97.643655,"Thryothorus ludovicianus (Latham, 1790)",2493801,25,9b
Unnamed 2479,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.867767,-97.643934,"Megaceryle alcyon (Linnaeus, 1758)",2475472,25,9b
Unnamed 2480,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.865912,-97.642473,"Melanerpes aurifrons (Wagler, 1829)",2478081,25,9b
Unnamed 2481,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.866265,-97.642779,"Columbina inca (R.Lesson, 1847)",2495863,25,9b
Unnamed 2482,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.866248,-97.642838,"Melospiza lincolnii (Audubon, 1834)",2492192,25,9b
Unnamed 2483,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.866276,-97.642759,"Toxostoma longirostre (Lafresnaye, 1838)",5231710,25,9b
Unnamed 2484,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.009741,-81.963349,"Falco columbarius Linnaeus, 1758",9813242,-10,6a
Unnamed 2485,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.866267,-97.642814,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,25,9b
Unnamed 2486,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.866257,-97.64282,"Leptotila verreauxi Bonaparte, 1855",2496060,25,9b
Unnamed 2487,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.866252,-97.642805,"Columbina inca (R.Lesson, 1847)",2495863,25,9b
Unnamed 2488,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.866198,-97.642797,"Cyanocorax yncas (Boddaert, 1783)",2482565,25,9b
Unnamed 2489,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.866036,-97.642761,"Quiscalus mexicanus (Gmelin, 1788)",9476062,25,9b
Unnamed 2490,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.591829,-84.287219,"Mareca strepera (Linnaeus, 1758)",9362027,-10,6a
Unnamed 2491,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.537913,-84.389326,"Cygnus columbianus (Ord, 1815)",2498338,-10,6a
Unnamed 2492,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.537221,-83.985835,"Spatula clypeata (Linnaeus, 1758)",8332393,-10,6a
Unnamed 2493,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.513112,-84.018018,"Bucephala albeola (Linnaeus, 1758)",2498329,-10,6a
Unnamed 2494,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.428235,-122.118889,"Bombus melanopygus Nylander, 1848",1340518,25,9b
Unnamed 2495,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.206261,-84.485435,"Antheraea polyphemus Cramer, 1775",1866570,-10,6a
Unnamed 2496,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.249565,-84.137894,Stereum complicatum (Fr.) Fr.,2553087,5,7b
Unnamed 2497,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598912,-81.030693,Daedaleopsis confragosa (Bolton) J.Schröt.,2545670,5,7b
Unnamed 2498,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.174955,-118.471031,"Melospiza lincolnii (Audubon, 1834)",2492192,30,10a
Unnamed 2499,50c9509d-22c7-4a22-a47d-8c48425ef4a7,46.742701,-116.985948,"Sturnus vulgaris Linnaeus, 1758",9809229,-10,6a
Unnamed 2500,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598919,-81.030691,Trichaptum biforme (Fr.) Ryvarden,5247228,5,7b
Unnamed 2501,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.074317,-89.402917,"Sciurus carolinensis Gmelin, 1788",5219681,-20,5a
Unnamed 2502,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.177282,-118.472046,"Zonotrichia leucophrys (J.R.Forster, 1772)",5231132,30,10a
Unnamed 2503,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.355437,-81.606707,"Harmonia axyridis (Pallas, 1773)",4989904,25,9b
Unnamed 2504,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.166672,-85.120301,"Sciurus carolinensis Gmelin, 1788",5219681,5,7b
Unnamed 2505,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.091859,-96.706119,"Mareca strepera (Linnaeus, 1758)",9362027,10,8a
Unnamed 2506,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.091859,-96.706119,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,10,8a
Unnamed 2507,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.164118,-85.120879,"Trachemys scripta (Thunberg In Schoepff, 1792)",2443002,5,7b
Unnamed 2508,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.177639,-118.473796,"Buteo jamaicensis (Gmelin, 1788)",2480542,30,10a
Unnamed 2509,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.459841,-122.177613,"Danaus plexippus (Linnaeus, 1758)",5133088,25,9b
Unnamed 2510,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.441463,-76.092972,Nerodia sipedon sipedon,7190699,5,7b
Unnamed 2511,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.511983,-74.553537,"Mimus polyglottos (Linnaeus, 1758)",5231677,-5,6b
Unnamed 2512,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.529387,-122.095492,"Danaus plexippus (Linnaeus, 1758)",5133088,30,10a
Unnamed 2513,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598909,-81.030693,Irpiciporus pachyodon (Pers.) Kotl. & Pouzar,2543635,5,7b
Unnamed 2514,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.436523,-80.019791,"Anolis carolinensis Voigt, 1832",2466939,5,7b
Unnamed 2515,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.539102,-122.001796,"Danaus plexippus (Linnaeus, 1758)",5133088,30,10a
Unnamed 2516,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.170812,-85.124255,"Trachemys scripta (Thunberg In Schoepff, 1792)",2443002,5,7b
Unnamed 2517,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.65516,-73.98693,"Falco sparverius Linnaeus, 1758",9685907,5,7b
Unnamed 2518,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.228259,-88.194787,Carya cordiformis (Wangenh.) K.Koch,3054299,-15,5b
Unnamed 2519,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598853,-81.030686,Nigroporus vinosus (Berk.) Murrill,2548772,5,7b
Unnamed 2520,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.25475,-76.43995,Trametes cinnabarina (Jacq.) Fr.,9227816,-5,6b
Unnamed 2521,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.170812,-85.124255,"Fulica americana Gmelin, 1789",2474393,5,7b
Unnamed 2522,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.1777,-118.475151,"Sphyrapicus ruber (J.F.Gmelin, 1788)",2478597,30,10a
Unnamed 2523,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.105161,-118.15428,"Harmonia axyridis (Pallas, 1773)",4989904,30,10a
Unnamed 2524,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.09187,-82.332249,Sabal palmetto (Walter) Lodd. ex Schult. & Schult.f.,4925538,30,10a
Unnamed 2525,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.105167,-118.15428,"Harmonia axyridis (Pallas, 1773)",4989904,30,10a
Unnamed 2526,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.105053,-118.154205,"Harmonia axyridis (Pallas, 1773)",4989904,30,10a
Unnamed 2527,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.400656,-80.664261,Vachellia farnesiana (L.) Wight & Arn.,2979265,35,10b
Unnamed 2528,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.809875,-78.607704,Biscogniauxia atropunctata (Schwein.) Pouzar,3461132,5,7b
Unnamed 2529,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.256104,-74.942886,"Odocoileus virginianus (Zimmermann, 1780)",2440965,-5,6b
Unnamed 2530,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.383676,-71.144289,"Mergus merganser Linnaeus, 1758",9537647,-5,6b
Unnamed 2531,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.598789,-81.030673,Lecanora thysanophora R.C.Harris,3399538,5,7b
Unnamed 2532,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.946888,-117.650337,"Setophaga americana (Linnaeus, 1758)",6093345,30,10a
Unnamed 2533,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.943253,-117.646172,"Anser albifrons (Scopoli, 1769)",2498017,30,10a
Unnamed 2534,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.944027,-117.645455,"Pelecanus erythrorhynchos Gmelin, 1789",5229155,30,10a
Unnamed 2535,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.944027,-117.645462,"Cathartes aura (Linnaeus, 1758)",2481930,30,10a
Unnamed 2536,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.942608,-117.642105,"Pandion haliaetus (Linnaeus, 1758)",2480726,30,10a
Unnamed 2537,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.941037,-117.64312,"Branta canadensis (Linnaeus, 1758)",5232437,30,10a
Unnamed 2538,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.944979,-117.643285,"Falco columbarius Linnaeus, 1758",9813242,30,10a
Unnamed 2539,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.94566,-117.618109,"Gallinula galeata (Lichtenstein & Mhc, 1818)",7340222,30,10a
Unnamed 2540,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.071809,-117.672191,"Tyrannus crassirostris Swainson, 1826",5229690,30,10a
Unnamed 2541,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.676403,-82.370911,Stachys floridana Shuttlew. ex Benth.,2927237,20,9a
Unnamed 2542,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.25705,-74.943321,"Odocoileus virginianus (Zimmermann, 1780)",2440965,-5,6b
Unnamed 2543,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.338195,-85.594903,Tremella mesenterica Retz.,7577590,-5,6b
Unnamed 2544,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.650787,-73.993663,"Mimus polyglottos (Linnaeus, 1758)",5231677,5,7b
Unnamed 2545,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.170812,-85.124255,"Fulica americana Gmelin, 1789",2474393,5,7b
Unnamed 2546,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.863929,-81.266886,"Arenaria interpres (Linnaeus, 1758)",2481776,20,9a
Unnamed 2547,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.676413,-82.370934,"Romalea microptera (Palisot de Beauvois, 1817)",1714599,20,9a
Unnamed 2548,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.590412,-74.331027,Allium vineale L.,7792960,0,7a
Unnamed 2549,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.229347,-97.939637,Sideroxylon lanuginosum Michx.,2887069,15,8b
Unnamed 2550,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.191098,-121.808458,"Otospermophilus beecheyi (Richardson, 1829)",8080937,25,9b
Unnamed 2551,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.621687,-70.62513,"Cancer irroratus Say, 1817",2222075,-5,6b
Unnamed 2552,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.213703,-74.77675,"Ardea herodias Linnaeus, 1758",9630752,0,7a
Unnamed 2553,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.770028,-118.142975,Oxalis pes-caprae L.,2891661,35,10b
Unnamed 2554,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.762089,-122.262096,"Anser albifrons (Scopoli, 1769)",2498017,30,10a
Unnamed 2555,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.773434,-122.455881,"Setophaga coronata (Linnaeus, 1766)",7341805,30,10a
Unnamed 2556,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.6533,-73.99339,"Sphyrapicus varius (Linnaeus, 1766)",2478605,5,7b
Unnamed 2557,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.170812,-85.124255,"Aythya affinis (Eyton, 1838)",2498257,5,7b
